Date,Close
5/16/2019 16:00:00,4.66
5/17/2019 16:00:00,4.42
5/20/2019 16:00:00,4.25
5/21/2019 16:00:00,4.29
5/22/2019 16:00:00,4.05
5/23/2019 16:00:00,3.93
5/24/2019 16:00:00,3.86
5/28/2019 16:00:00,4
5/29/2019 16:00:00,3.61
5/30/2019 16:00:00,3.24
5/31/2019 16:00:00,3.05
6/3/2019 16:00:00,2.96
6/4/2019 16:00:00,3.04
6/5/2019 16:00:00,2.83
6/6/2019 16:00:00,2.65
6/7/2019 16:00:00,2.76
6/10/2019 16:00:00,2.63
6/11/2019 16:00:00,2.61
6/12/2019 16:00:00,2.55
6/13/2019 16:00:00,2.52
6/14/2019 16:00:00,2.42
6/17/2019 16:00:00,2.46
6/18/2019 16:00:00,2.53
6/19/2019 16:00:00,2.74
6/20/2019 16:00:00,2.83
6/21/2019 16:00:00,2.64
6/24/2019 16:00:00,2.64
6/25/2019 16:00:00,2.6
6/26/2019 16:00:00,2.55
6/27/2019 16:00:00,2.6
6/28/2019 16:00:00,2.55
7/1/2019 16:00:00,2.6
7/2/2019 16:00:00,2.82
7/3/2019 13:00:00,3.13
7/5/2019 16:00:00,3.26
7/8/2019 16:00:00,3.49
7/9/2019 16:00:00,3.69
7/10/2019 16:00:00,3.68
7/11/2019 16:00:00,3.42
7/12/2019 16:00:00,3.45
7/15/2019 16:00:00,3.39
7/16/2019 16:00:00,3.3
7/17/2019 16:00:00,3.44
7/18/2019 16:00:00,3.43
7/19/2019 16:00:00,3.37
7/22/2019 16:00:00,3.38
7/23/2019 16:00:00,3.46
7/24/2019 16:00:00,3.67
7/25/2019 16:00:00,3.5
7/26/2019 16:00:00,3.51
7/29/2019 16:00:00,3.46
7/30/2019 16:00:00,3.38
7/31/2019 16:00:00,3.47
8/1/2019 16:00:00,3.28
8/2/2019 16:00:00,3.27
8/5/2019 16:00:00,2.95
8/6/2019 16:00:00,3.08
8/7/2019 16:00:00,3.09
8/8/2019 16:00:00,3.17
8/9/2019 16:00:00,3.13
8/12/2019 16:00:00,3.05
8/13/2019 16:00:00,3.15
8/14/2019 16:00:00,2.9
8/15/2019 16:00:00,2.82
8/16/2019 16:00:00,2.95
8/19/2019 16:00:00,3
8/20/2019 16:00:00,3.16
8/21/2019 16:00:00,3.05
8/22/2019 16:00:00,3.02
8/23/2019 16:00:00,2.92
8/26/2019 16:00:00,2.9
8/27/2019 16:00:00,2.91
8/28/2019 16:00:00,2.84
8/29/2019 16:00:00,2.85
8/30/2019 16:00:00,2.86
9/3/2019 16:00:00,2.6
9/4/2019 16:00:00,2.75
9/5/2019 16:00:00,2.95
9/6/2019 16:00:00,2.98
9/9/2019 16:00:00,3.14
9/10/2019 16:00:00,3.32
9/11/2019 16:00:00,3.27
9/12/2019 16:00:00,3.19
9/13/2019 16:00:00,3.21
9/16/2019 16:00:00,3.12
9/17/2019 16:00:00,3.18
9/18/2019 16:00:00,3.08
9/19/2019 16:00:00,3.1
9/20/2019 16:00:00,3.04
9/23/2019 16:00:00,2.72
9/24/2019 16:00:00,2.17
9/25/2019 16:00:00,2.05
9/26/2019 16:00:00,1.96
9/27/2019 16:00:00,1.75
9/30/2019 16:00:00,1.56
