Date,Close
10/1/2018 16:00:00,6.6
10/2/2018 16:00:00,5.93
10/3/2018 16:00:00,6.3
10/4/2018 16:00:00,6.25
10/5/2018 16:00:00,6.26
10/8/2018 16:00:00,6.04
10/9/2018 16:00:00,7.39
10/10/2018 16:00:00,7.75
10/11/2018 16:00:00,7.18
10/12/2018 16:00:00,7.46
10/15/2018 16:00:00,7.82
10/16/2018 16:00:00,8.04
10/17/2018 16:00:00,7.77
10/18/2018 16:00:00,7.5
10/19/2018 16:00:00,7.32
10/22/2018 16:00:00,7.03
10/23/2018 16:00:00,6.81
10/24/2018 16:00:00,6.17
10/25/2018 16:00:00,6.45
10/26/2018 16:00:00,6.35
10/29/2018 16:00:00,6.19
10/30/2018 16:00:00,5.95
10/31/2018 16:00:00,5.9
11/1/2018 16:00:00,6.62
11/2/2018 16:00:00,6.49
11/5/2018 16:00:00,6.68
11/6/2018 16:00:00,6.4
11/7/2018 16:00:00,6.74
11/8/2018 16:00:00,6.69
11/9/2018 16:00:00,6.77
11/12/2018 16:00:00,6.65
11/13/2018 16:00:00,6.78
11/14/2018 16:00:00,7.1
11/15/2018 16:00:00,7.34
11/16/2018 16:00:00,7.19
11/19/2018 16:00:00,7.84
11/20/2018 16:00:00,7.67
11/21/2018 16:00:00,7.71
11/23/2018 13:00:00,7.46
11/26/2018 16:00:00,7.37
11/27/2018 16:00:00,7.48
11/28/2018 16:00:00,8.12
11/29/2018 16:00:00,7.79
11/30/2018 16:00:00,7.71
12/3/2018 16:00:00,7.58
12/4/2018 16:00:00,7.08
12/6/2018 16:00:00,7.37
12/7/2018 16:00:00,6.99
12/10/2018 16:00:00,7.03
12/11/2018 16:00:00,7.08
12/12/2018 16:00:00,7.54
12/13/2018 16:00:00,7.75
12/14/2018 16:00:00,7.7
12/17/2018 16:00:00,7.03
12/18/2018 16:00:00,7.07
12/19/2018 16:00:00,6.83
12/20/2018 16:00:00,6.52
12/21/2018 16:00:00,6.07
12/24/2018 13:00:00,5.92
12/26/2018 16:00:00,6.36
12/27/2018 16:00:00,6.43
12/28/2018 16:00:00,6.47
12/31/2018 16:00:00,6.37
1/2/2019 16:00:00,6.2
1/3/2019 16:00:00,6.05
1/4/2019 16:00:00,6.36
1/7/2019 16:00:00,6.5
1/8/2019 16:00:00,6.4
1/9/2019 16:00:00,6.63
1/10/2019 16:00:00,6.66
1/11/2019 16:00:00,6.59
1/14/2019 16:00:00,6.8
1/15/2019 16:00:00,6.82
1/16/2019 16:00:00,6.71
1/17/2019 16:00:00,6.81
1/18/2019 16:00:00,6.71
1/22/2019 16:00:00,6.57
1/23/2019 16:00:00,6.55
1/24/2019 16:00:00,6.58
1/25/2019 16:00:00,6.65
1/28/2019 16:00:00,6.67
1/29/2019 16:00:00,6.94
1/30/2019 16:00:00,7.46
1/31/2019 16:00:00,7.88
2/1/2019 16:00:00,7.9
2/4/2019 16:00:00,7.85
2/5/2019 16:00:00,7.88
2/6/2019 16:00:00,8.4
2/7/2019 16:00:00,8.04
2/8/2019 16:00:00,7.67
2/11/2019 16:00:00,7.46
2/12/2019 16:00:00,7.44
2/13/2019 16:00:00,7.49
2/14/2019 16:00:00,7.48
2/15/2019 16:00:00,7.41
2/19/2019 16:00:00,7.26
2/20/2019 16:00:00,7.62
2/21/2019 16:00:00,7.64
2/22/2019 16:00:00,8.17
2/25/2019 16:00:00,9
2/26/2019 16:00:00,9.79
2/27/2019 16:00:00,9.85
2/28/2019 16:00:00,9.57
3/1/2019 16:00:00,10.06
3/4/2019 16:00:00,9.78
3/5/2019 16:00:00,10.16
3/6/2019 16:00:00,8.01
3/7/2019 16:00:00,7.09
3/8/2019 16:00:00,7.06
3/11/2019 16:00:00,6.59
3/12/2019 16:00:00,6.39
3/13/2019 16:00:00,6.53
3/14/2019 16:00:00,6.03
3/15/2019 16:00:00,5.71
3/18/2019 16:00:00,5.75
3/19/2019 16:00:00,5.96
3/20/2019 16:00:00,5.85
3/21/2019 16:00:00,5.84
3/22/2019 16:00:00,5.62
3/25/2019 16:00:00,5.35
3/26/2019 16:00:00,4.96
3/27/2019 16:00:00,4.98
3/28/2019 16:00:00,5.01
3/29/2019 16:00:00,5.1
4/1/2019 16:00:00,5.21
4/2/2019 16:00:00,5.39
4/3/2019 16:00:00,5.31
4/4/2019 16:00:00,5.35
4/5/2019 16:00:00,5.36
4/8/2019 16:00:00,5.3
4/9/2019 16:00:00,5.08
4/10/2019 16:00:00,5.05
4/11/2019 16:00:00,5.01
4/12/2019 16:00:00,4.99
4/15/2019 16:00:00,4.75
4/16/2019 16:00:00,4.45
4/17/2019 16:00:00,4.59
4/18/2019 16:00:00,4.79
4/22/2019 16:00:00,4.78
4/23/2019 16:00:00,4.83
4/24/2019 16:00:00,5
4/25/2019 16:00:00,4.9
4/26/2019 16:00:00,4.92
4/29/2019 16:00:00,4.98
4/30/2019 16:00:00,4.85
5/1/2019 16:00:00,4.68
5/2/2019 16:00:00,4.72
5/3/2019 16:00:00,5.02
5/6/2019 16:00:00,4.88
5/7/2019 16:00:00,4.84
5/8/2019 16:00:00,4.57
5/9/2019 16:00:00,4.6
5/10/2019 16:00:00,4.56
5/13/2019 16:00:00,4.33
5/14/2019 16:00:00,4.67
5/15/2019 16:00:00,4.71
